RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
d04093,HYDROCORTISONE; IODOQUINOL TOPICAL,2,133,136,141,,,,,,,,,,133,136,137,133,136,138,,,,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL STEROIDS WITH ANTI-INFECTIVES,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTI-INFECTIVES,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL STEROIDS,,,,,,,,,,,,
d04095,HYDROCORTISONE; NEOMYCIN; POLYMYXIN B OPHTHALMIC,2,133,147,166,,,,,,,,,,133,147,163,133,147,165,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC STEROIDS WITH ANTI-INFECTIVES,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTI-INFECTIVES,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC STEROIDS,,,,,,,,,,,,
d04099,DONEPEZIL,1,57,313,,,,,,,,,,,57,313,,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,CHOLINESTERASE INHIBITORS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,CHOLINESTERASE INHIBITORS,,,,,,,,,,,,,,,,
d04101,IVERMECTIN,1,1,3,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,ANTHELMINTICS,,,,,,,,,,,ANTI-INFECTIVES,ANTHELMINTICS,,,,,,,,,,,,,,,,
d04102,TIZANIDINE,1,57,73,178,,,,,,,,,,57,73,178,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,,,,,,,,,,,,,,,
d04105,ATORVASTATIN,1,358,19,173,,,,,,,,,,358,19,173,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,HMG-COA REDUCTASE INHIBITORS (STATINS),,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,HMG-COA REDUCTASE INHIBITORS (STATINS),,,,,,,,,,,,,,,
d04109,LEVOFLOXACIN,1,1,14,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,,ANTI-INFECTIVES,QUINOLONES,,,,,,,,,,,ANTI-INFECTIVES,QUINOLONES,,,,,,,,,,,,,,,,
d04110,MIGLITOL,1,358,99,216,,,,,,,,,,358,99,216,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,ALPHA-GLUCOSIDASE INHIBITORS,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,ALPHA-GLUCOSIDASE INHIBITORS,,,,,,,,,,,,,,,
d04111,GLATIRAMER,1,254,437,439,,,,,,,,,,254,437,439,,,,,,,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSTIMULANTS,OTHER IMMUNOSTIMULANTS,,,,,,,,,,IMMUNOLOGIC AGENTS,IMMUNOSTIMULANTS,OTHER IMMUNOSTIMULANTS,,,,,,,,,,,,,,,
d04112,CABERGOLINE,1,97,377,,,,,,,,,,,97,377,,,,,,,,,,,,,,,,,HORMONES/HORMONE MODIFIERS,PROLACTIN INHIBITORS,,,,,,,,,,,HORMONES/HORMONE MODIFIERS,PROLACTIN INHIBITORS,,,,,,,,,,,,,,,,
d04113,VALSARTAN,1,40,56,,,,,,,,,,,40,56,,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,,,,,,
d04115,TOPIRAMATE,1,57,64,351,,,,,,,,,,57,64,351,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,CARBONIC ANHYDRASE INHIBITOR ANTICONVULSANTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,CARBONIC ANHYDRASE INHIBITOR ANTICONVULSANTS,,,,,,,,,,,,,,,
d04117,OLOPATADINE OPHTHALMIC,1,133,147,267,,,,,,,,,,133,147,267,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,,,,,,
d04118,NELFINAVIR,1,1,7,175,,,,,,,,,,1,7,175,,,,,,,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,PROTEASE INHIBITORS,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,PROTEASE INHIBITORS,,,,,,,,,,,,,,,
d04120,CAFFEINE; ERGOTAMINE,2,57,58,193,,,,,,,,,,57,58,193,57,71,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,,,,
d04121,TAMSULOSIN,1,40,43,,,,,,,,,,,40,43,,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",,,,,,,,,,,CARDIOVASCULAR AGENTS,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",,,,,,,,,,,,,,,,
d04122,TROGLITAZONE,1,358,99,271,,,,,,,,,,358,99,271,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,THIAZOLIDINEDIONES,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,THIAZOLIDINEDIONES,,,,,,,,,,,,,,,
d04125,IMIQUIMOD TOPICAL,1,133,136,137,133,136,450,,,,,,,133,136,137,133,136,450,,,,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTI-INFECTIVES,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTINEOPLASTICS,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTI-INFECTIVES,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTINEOPLASTICS,,,,,,,,,,,,
d04126,ANAGRELIDE,1,81,85,,,,,,,,,,,81,85,,,,,,,,,,,,,,,,,COAGULATION MODIFIERS,MISCELLANEOUS COAGULATION MODIFIERS,,,,,,,,,,,COAGULATION MODIFIERS,MISCELLANEOUS COAGULATION MODIFIERS,,,,,,,,,,,,,,,,
d04129,LVP SOLUTION WITH POTASSIUM,1,115,121,,,,,,,,,,,115,121,,,,,,,,,,,,,,,,,NUTRITIONAL PRODUCTS,INTRAVENOUS NUTRITIONAL PRODUCTS,,,,,,,,,,,NUTRITIONAL PRODUCTS,INTRAVENOUS NUTRITIONAL PRODUCTS,,,,,,,,,,,,,,,,
d04131,PARENTERAL NUTRITION SOLUTION,1,115,121,,,,,,,,,,,115,121,,,,,,,,,,,,,,,,,NUTRITIONAL PRODUCTS,INTRAVENOUS NUTRITIONAL PRODUCTS,,,,,,,,,,,NUTRITIONAL PRODUCTS,INTRAVENOUS NUTRITIONAL PRODUCTS,,,,,,,,,,,,,,,,
d04138,TAZAROTENE TOPICAL,1,133,136,143,133,136,144,,,,,,,133,136,143,133,136,144,,,,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ACNE AGENTS,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTIPSORIATICS,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ACNE AGENTS,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTIPSORIATICS,,,,,,,,,,,,
d04140,CERIVASTATIN,1,358,19,173,,,,,,,,,,358,19,173,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,HMG-COA REDUCTASE INHIBITORS (STATINS),,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,HMG-COA REDUCTASE INHIBITORS (STATINS),,,,,,,,,,,,,,,
d04141,HYDROCHLOROTHIAZIDE; MOEXIPRIL,2,40,55,467,,,,,,,,,,40,42,,40,49,156,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIHYPERTENSIVE COMBINATIONS,ACE INHIBITORS WITH THIAZIDES,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS,,CARDIOVASCULAR AGENTS,DIURETICS,THIAZIDE AND THIAZIDE-LIKE DIURETICS,,,,,,,,,,,,
d04145,PRAMIPEXOLE,1,57,66,276,,,,,,,,,,57,66,276,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,,,,,,,,,,,,,,,
d04147,NAPHAZOLINE NASAL,1,133,247,246,,,,,,,,,,133,247,246,,,,,,,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,,,,,,
d04151,BENZOCAINE; TRIMETHOBENZAMIDE,2,57,65,197,,,,,,,,,,57,65,197,133,136,139,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANESTHETICS,,,,,,,,,,,,
d04152,HYDROCODONE; PHENYLEPHRINE,2,122,132,,,,,,,,,,,40,54,,57,58,60,122,124,,122,127,,,,,,,,RESPIRATORY AGENTS,UPPER RESPIRATORY COMBINATIONS,,,,,,,,,,,CARDIOVASCULAR AGENTS,VASOPRESSORS,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,RESPIRATORY AGENTS,ANTITUSSIVES,,RESPIRATORY AGENTS,DECONGESTANTS,,,,,,,
d04156,LETROZOLE,1,20,24,,97,423,,,,,,,,20,24,,97,423,,,,,,,,,,,,,,ANTINEOPLASTICS,ANTINEOPLASTIC HORMONES,,HORMONES/HORMONE MODIFIERS,AROMATASE INHIBITORS,,,,,,,,ANTINEOPLASTICS,ANTINEOPLASTIC HORMONES,,HORMONES/HORMONE MODIFIERS,AROMATASE INHIBITORS,,,,,,,,,,,,,
d04159,SORBITOL,1,87,95,,,,,,,,,,,87,95,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,,,,,,
d04160,SODIUM BIPHOSPHATE; SODIUM PHOSPHATE,2,87,95,,,,,,,,,,,87,95,,115,117,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,NUTRITIONAL PRODUCTS,MINERALS AND ELECTROLYTES,,,,,,,,,,,,,
d04186,PHENYLEPHRINE NASAL,1,133,247,246,,,,,,,,,,133,247,246,,,,,,,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,,,,,,
d04192,COLISTIN; HYDROCORTISONE; NEOMYCIN; THONZONIUM OTIC,2,133,148,171,,,,,,,,,,133,136,290,133,148,170,133,148,172,133,148,370,,,,,,,TOPICAL AGENTS,OTIC PREPARATIONS,OTIC STEROIDS WITH ANTI-INFECTIVES,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTIBIOTICS,TOPICAL AGENTS,OTIC PREPARATIONS,OTIC ANTI-INFECTIVES,TOPICAL AGENTS,OTIC PREPARATIONS,MISCELLANEOUS OTIC AGENTS,TOPICAL AGENTS,OTIC PREPARATIONS,OTIC STEROIDS,,,,,,
d04196,BACITRACIN; HYDROCORTISONE; NEOMYCIN; POLYMYXIN B TOPICAL,2,133,136,141,,,,,,,,,,133,136,138,133,136,290,,,,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL STEROIDS WITH ANTI-INFECTIVES,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL STEROIDS,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTIBIOTICS,,,,,,,,,,,,
d04205,POVIDONE IODINE OPHTHALMIC,1,133,147,163,,,,,,,,,,133,147,163,,,,,,,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTI-INFECTIVES,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTI-INFECTIVES,,,,,,,,,,,,,,,
d04210,ESTRADIOL TOPICAL,1,97,101,183,133,151,269,,,,,,,97,101,183,133,151,269,,,,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,ESTROGENS,TOPICAL AGENTS,VAGINAL PREPARATIONS,MISCELLANEOUS VAGINAL AGENTS,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,ESTROGENS,TOPICAL AGENTS,VAGINAL PREPARATIONS,MISCELLANEOUS VAGINAL AGENTS,,,,,,,,,,,,
d04213,PROGESTERONE TOPICAL,1,97,101,185,,,,,,,,,,97,101,185,,,,,,,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,PROGESTINS,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,PROGESTINS,,,,,,,,,,,,,,,
d04215,ROPINIROLE,1,57,66,276,,,,,,,,,,57,66,276,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,,,,,,,,,,,,,,,
d04219,LAMIVUDINE; ZIDOVUDINE,2,1,7,327,,,,,,,,,,1,7,176,,,,,,,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,ANTIVIRAL COMBINATIONS,,,,,,,,,,ANTI-INFECTIVES,ANTIVIRAL AGENTS,NRTIS,,,,,,,,,,,,,,,
d04220,QUETIAPINE,1,242,251,341,,,,,,,,,,242,251,341,,,,,,,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,ATYPICAL ANTIPSYCHOTICS,,,,,,,,,,,,,,,
d04221,TIAGABINE,1,57,64,346,,,,,,,,,,57,64,346,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,GAMMA-AMINOBUTYRIC ACID REUPTAKE INHIBITORS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,GAMMA-AMINOBUTYRIC ACID REUPTAKE INHIBITORS,,,,,,,,,,,,,,,
d04222,IRBESARTAN,1,40,56,,,,,,,,,,,40,56,,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,,,,,,
d04223,MOMETASONE NASAL,1,133,247,245,,,,,,,,,,133,247,245,,,,,,,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,,,,,,,,,,,,,,,
d04225,HYDROCODONE; IBUPROFEN,2,57,58,191,,,,,,,,,,57,58,60,57,58,61,122,124,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,RESPIRATORY AGENTS,ANTITUSSIVES,,,,,,,,,,
d04233,TRIAMCINOLONE NASAL,1,133,247,245,,,,,,,,,,133,247,245,,,,,,,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,,,,,,,,,,,,,,,
d04235,IPRATROPIUM NASAL,1,133,247,246,,,,,,,,,,133,247,246,,,,,,,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,,,,,,
d04245,HYDROCHLOROTHIAZIDE; IRBESARTAN,2,40,55,473,,,,,,,,,,40,49,156,40,56,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTIHYPERTENSIVE COMBINATIONS,ANGIOTENSIN II INHIBITORS WITH THIAZIDES,,,,,,,,,,CARDIOVASCULAR AGENTS,DIURETICS,THIAZIDE AND THIAZIDE-LIKE DIURETICS,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,,,
d04248,METHYLCELLULOSE,1,87,95,,,,,,,,,,,87,95,,,,,,,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,GASTROINTESTINAL AGENTS,LAXATIVES,,,,,,,,,,,,,,,,
d04253,ZOLMITRIPTAN,1,57,58,193,,,,,,,,,,57,58,193,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,,,,,,
d04255,RITUXIMAB,1,20,401,,105,192,,,,,,,,20,401,,105,192,,,,,,,,,,,,,,ANTINEOPLASTICS,CD20 MONOCLONAL ANTIBODIES,,MISCELLANEOUS AGENTS,ANTIRHEUMATICS,,,,,,,,ANTINEOPLASTICS,CD20 MONOCLONAL ANTIBODIES,,MISCELLANEOUS AGENTS,ANTIRHEUMATICS,,,,,,,,,,,,,
d04256,CEFDINIR,1,1,9,161,,,,,,,,,,1,9,161,,,,,,,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,THIRD GENERATION CEPHALOSPORINS,,,,,,,,,,ANTI-INFECTIVES,CEPHALOSPORINS,THIRD GENERATION CEPHALOSPORINS,,,,,,,,,,,,,,,
d04258,CLOPIDOGREL,1,81,83,211,,,,,,,,,,81,83,211,,,,,,,,,,,,,,,,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,,,,,,,
d04260,SIBUTRAMINE,1,57,253,,,,,,,,,,,57,253,,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANOREXIANTS,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANOREXIANTS,,,,,,,,,,,,,,,,
d04261,RALOXIFENE,1,20,24,,97,417,,,,,,,,20,24,,97,417,,,,,,,,,,,,,,ANTINEOPLASTICS,ANTINEOPLASTIC HORMONES,,HORMONES/HORMONE MODIFIERS,SELECTIVE ESTROGEN RECEPTOR MODULATORS,,,,,,,,ANTINEOPLASTICS,ANTINEOPLASTIC HORMONES,,HORMONES/HORMONE MODIFIERS,SELECTIVE ESTROGEN RECEPTOR MODULATORS,,,,,,,,,,,,,
d04265,OFLOXACIN OTIC,1,133,148,170,,,,,,,,,,133,148,170,,,,,,,,,,,,,,,,TOPICAL AGENTS,OTIC PREPARATIONS,OTIC ANTI-INFECTIVES,,,,,,,,,,TOPICAL AGENTS,OTIC PREPARATIONS,OTIC ANTI-INFECTIVES,,,,,,,,,,,,,,,
d04266,EPROSARTAN,1,40,56,,,,,,,,,,,40,56,,,,,,,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANGIOTENSIN II INHIBITORS,,,,,,,,,,,,,,,,
d04267,REPAGLINIDE,1,358,99,282,,,,,,,,,,358,99,282,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,MEGLITINIDES,,,,,,,,,,METABOLIC AGENTS,ANTIDIABETIC AGENTS,MEGLITINIDES,,,,,,,,,,,,,,,
d04269,ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE,2,57,58,191,,,,,,,,,,57,58,59,57,58,60,57,71,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,MISCELLANEOUS ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,
d04270,FEXOFENADINE; PSEUDOEPHEDRINE,2,122,132,,,,,,,,,,,122,123,,122,127,,,,,,,,,,,,,,RESPIRATORY AGENTS,UPPER RESPIRATORY COMBINATIONS,,,,,,,,,,,RESPIRATORY AGENTS,ANTIHISTAMINES,,RESPIRATORY AGENTS,DECONGESTANTS,,,,,,,,,,,,,
d04271,DICLOFENAC; MISOPROSTOL,2,57,58,61,,,,,,,,,,57,58,61,87,96,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS,GASTROINTESTINAL AGENTS,MISCELLANEOUS GI AGENTS,,,,,,,,,,,,,
d04272,AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE,2,87,354,,,,,,,,,,,1,11,304,1,13,224,87,272,,,,,,,,,,,GASTROINTESTINAL AGENTS,H. PYLORI ERADICATION AGENTS,,,,,,,,,,,ANTI-INFECTIVES,MACROLIDE DERIVATIVES,MACROLIDES,ANTI-INFECTIVES,PENICILLINS,AMINOPENICILLINS,GASTROINTESTINAL AGENTS,PROTON PUMP INHIBITORS,,,,,,,,,,
d04273,TESTOSTERONE TOPICAL,1,97,101,182,,,,,,,,,,97,101,182,,,,,,,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,ANDROGENS AND ANABOLIC STEROIDS,,,,,,,,,,HORMONES/HORMONE MODIFIERS,SEX HORMONES,ANDROGENS AND ANABOLIC STEROIDS,,,,,,,,,,,,,,,
d04275,BECLOMETHASONE NASAL,1,133,247,245,,,,,,,,,,133,247,245,,,,,,,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,,,,,,,,,,,,,,,
d04276,BUDESONIDE,1,97,98,301,122,130,296,,,,,,,97,98,301,122,130,296,,,,,,,,,,,,,HORMONES/HORMONE MODIFIERS,ADRENAL CORTICAL STEROIDS,GLUCOCORTICOIDS,RESPIRATORY AGENTS,RESPIRATORY INHALANT PRODUCTS,INHALED CORTICOSTEROIDS,,,,,,,HORMONES/HORMONE MODIFIERS,ADRENAL CORTICAL STEROIDS,GLUCOCORTICOIDS,RESPIRATORY AGENTS,RESPIRATORY INHALANT PRODUCTS,INHALED CORTICOSTEROIDS,,,,,,,,,,,,
d04279,FLUNISOLIDE NASAL,1,133,247,245,,,,,,,,,,133,247,245,,,,,,,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,,,,,,,,,,,,,,,
d04283,FLUTICASONE NASAL,1,133,247,245,,,,,,,,,,133,247,245,,,,,,,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,,,,,,,,,,TOPICAL AGENTS,NASAL PREPARATIONS,NASAL STEROIDS,,,,,,,,,,,,,,,
d04284,FLUTICASONE TOPICAL,1,133,136,138,,,,,,,,,,133,136,138,,,,,,,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL STEROIDS,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL STEROIDS,,,,,,,,,,,,,,,
d04285,NARATRIPTAN,1,57,58,193,,,,,,,,,,57,58,193,,,,,,,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,,,,,,
d04286,FENOFIBRATE,1,358,19,241,,,,,,,,,,358,19,241,,,,,,,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,FIBRIC ACID DERIVATIVES,,,,,,,,,,METABOLIC AGENTS,ANTIHYPERLIPIDEMIC AGENTS,FIBRIC ACID DERIVATIVES,,,,,,,,,,,,,,,
